,composite_conflict_score
8652,9.0
8653,12.0
8654,9.75
8655,11.0
8656,5.0
8657,10.0
8658,5.0
8659,5.5
8660,13.0
8661,0.0
8662,10.0
8663,11.0
8664,-1.0
8665,6.0
8666,-15.0
8667,2.0
8668,1.0
8669,4.0
8670,-2.0
8671,-1.5
8672,-8.0
8673,1.0
8674,-1.75
8675,12.0
8676,2.0
8677,9.0
8678,9.0
8679,4.0
8680,-9.0
8681,7.0
8682,16.0
8683,10.0
8684,-4.0
8685,7.0
8686,14.0
8687,13.0
8688,3.0
8689,10.0
8690,7.0
8691,6.0
8692,10.0
8693,11.75
8694,1.0
8695,16.0
8696,11.0
8697,3.0
8698,13.0
8699,13.0
8700,15.0
8701,7.0
8702,15.0
8703,-1.0
8704,-1.0
8705,-1.0
8706,-6.0
8707,8.0
8708,6.0
8709,1.0
8710,5.75
8711,5.75
8712,16.0
8713,7.75
8714,14.0
8715,5.0
8716,14.0
8717,14.0
8718,-3.0
8719,11.0
8720,7.75
8721,0.0
8722,2.0
8723,14.5
8724,11.0
8725,6.0
8726,4.0
8727,17.0
8728,7.0
8729,-2.0
8730,8.0
8731,3.0
8732,-3.25
8733,12.0
8734,-11.75
8735,5.0
8736,-9.75
8737,5.0
8738,13.0
8739,8.0
8740,12.0
8741,-1.0
8742,10.0
8743,-2.0
8744,1.0
8745,0.0
8746,1.75
8747,0.0
8748,10.0
8749,-5.0
8750,1.0
8751,9.0
8752,10.0
8753,17.0
8754,12.75
8755,-1.0
8756,12.0
8757,11.0
8758,1.0
8759,10.0
8760,-7.0
8761,14.0
8762,11.0
8763,-4.0
8764,5.0
8765,5.75
8766,11.0
8767,3.75
8768,2.0
8769,-9.25
8770,-5.25
8771,14.0
8772,6.0
8773,19.0
8774,0.0
8775,2.0
8776,15.75
8777,7.0
8778,-2.5
8779,0.0
8780,7.75
8781,10.0
8782,13.5
8783,13.0
8784,10.0
8785,13.0
8786,-9.0
8787,8.0
8788,3.75
8789,-2.0
8790,10.0
8791,3.0
8792,5.0
8793,9.0
8794,10.25
8795,15.0
8796,16.0
8797,-9.0
8798,14.0
8799,0.0
8800,-13.25
8801,19.0
8802,-4.0
8803,-2.25
8804,9.0
8805,12.0
8806,12.25
8807,14.0
8808,15.0
8809,5.0
8810,-17.0
8811,-15.0
8812,10.0
8813,9.25
8814,3.0
8815,15.0
8816,1.0
8817,11.0
8818,2.0
8819,-1.0
8820,13.0
8821,13.0
8822,4.0
8823,-13.25
8824,4.0
8825,11.0
8826,-0.75
8827,-3.0
8828,4.5
8829,11.0
8830,12.0
8831,1.0
8832,9.0
8833,1.0
8834,13.0
8835,9.0
8836,5.0
8837,14.0
8838,12.5
8839,-4.0
8840,8.0
8841,-3.0
8842,14.0
8843,19.0
8844,-5.25
8845,12.0
8846,18.0
8847,15.0
8848,7.0
8849,-5.0
8850,12.0
8851,3.5
8852,17.0
8853,4.0
8854,1.0
8855,15.0
8856,17.0
8857,13.0
8858,-1.0
8859,13.0
8860,8.0
8861,10.75
8862,2.0
8863,5.0
8864,16.0
8865,9.0
8866,-0.25
8867,-5.0
8868,4.75
8869,3.0
8870,7.75
8871,11.0
8872,18.0
8873,-1.0
8874,9.0
8875,-2.0
8876,2.0
8877,0.0
8878,8.5
8879,17.0
8880,-6.0
8881,6.0
8882,7.5
8883,6.0
8884,-3.0
8885,-11.5
8886,-1.0
8887,12.0
8888,12.0
8889,7.0
8890,1.0
8891,13.0
8892,6.0
8893,10.0
8894,-4.0
8895,1.0
8896,4.0
8897,-3.0
8898,4.75
8899,9.75
8900,6.0
8901,2.0
8902,-4.25
8903,3.0
8904,-4.75
8905,10.0
8906,-1.0
8907,-2.25
8908,14.5
8909,12.0
8910,-2.0
8911,13.0
8912,15.0
8913,11.5
8914,14.0
8915,13.75
8916,-2.25
8917,-8.0
8918,2.0
8919,13.0
8920,10.0
8921,10.0
8922,5.0
8923,7.0
8924,5.0
8925,-20.0
8926,4.0
8927,18.0
8928,15.75
8929,-6.5
8930,13.0
8931,10.0
8932,11.75
8933,1.75
8934,-8.0
8935,18.75
8936,-7.0
8937,8.0
8938,4.0
8939,12.0
8940,-2.0
8941,-12.25
8942,2.0
8943,15.25
8944,-0.25
8945,9.75
8946,1.0
8947,5.0
8948,6.0
8949,4.75
8950,7.0
8951,-2.0
8952,2.0
8953,14.0
8954,14.0
8955,-13.0
8956,5.0
8957,7.0
8958,10.75
8959,-5.0
8960,9.0
8961,3.0
8962,1.0
8963,7.0
8964,-11.0
8965,-3.25
8966,7.0
8967,7.0
8968,-1.0
8969,16.0
8970,7.0
8971,0.0
8972,10.25
8973,-5.0
8974,-7.0
8975,14.0
8976,5.0
8977,2.0
8978,-4.0
8979,1.75
8980,-5.0
8981,11.5
8982,-5.0
8983,3.5
8984,-1.0
8985,5.75
8986,8.0
8987,5.0
8988,1.0
8989,10.0
8990,12.0
8991,3.0
8992,-1.0
8993,10.5
8994,8.0
8995,7.0
8996,8.0
8997,2.0
8998,-1.0
8999,8.0
9000,-6.0
9001,6.0
9002,5.0
9003,11.75
9004,-0.25
9005,4.0
9006,8.0
9007,7.0
9008,6.0
9009,2.0
9010,-1.0
9011,3.5
9012,1.0
9013,7.0
9014,14.0
9015,4.0
9016,2.0
9017,2.0
9018,-7.0
9019,8.0
9020,19.0
9021,-11.0
9022,0.75
9023,-4.0
9024,10.0
9025,6.0
9026,13.0
9027,-12.0
9028,-1.0
9029,4.0
9030,7.0
9031,3.0
9032,5.5
9033,6.75
9034,14.0
9035,2.0
9036,4.0
9037,15.0
9038,-2.5
9039,10.0
9040,12.0
9041,11.0
9042,17.0
9043,19.0
9044,13.75
9045,9.0
9046,-5.5
9047,16.0
9048,15.0
9049,10.0
9050,5.0
9051,-1.5
9052,0.0
9053,8.0
9054,4.0
9055,6.0
9056,5.0
9057,12.0
9058,6.0
9059,-9.25
9060,-10.0
9061,-2.0
9062,0.0
9063,10.0
9064,7.0
9065,6.0
9066,14.0
9067,11.0
9068,4.0
9069,-2.0
9070,5.0
9071,18.0
9072,13.0
9073,6.0
9074,12.0
9075,10.0
9076,5.75
9077,2.0
9078,14.0
9079,5.75
9080,13.0
9081,11.0
9082,7.0
9083,15.0
9084,-6.0
9085,4.0
9086,-14.0
9087,2.0
9088,-3.0
9089,9.0
9090,12.0
9091,5.0
9092,8.0
9093,8.0
9094,0.0
9095,4.0
9096,3.0
9097,7.0
9098,17.0
9099,-1.0
9100,20.0
9101,4.25
9102,2.0
9103,7.0
9104,-2.0
9105,10.0
9106,3.0
9107,17.0
9108,-1.0
9109,11.0
9110,10.0
9111,-11.0
9112,11.0
9113,17.0
9114,8.0
9115,2.0
9116,19.0
9117,8.0
9118,6.0
9119,-8.0
9120,7.0
9121,6.0
9122,-2.25
9123,9.0
9124,1.0
9125,7.0
9126,-5.0
9127,5.75
9128,8.0
9129,10.0
9130,9.0
9131,-1.0
9132,13.0
9133,-6.25
9134,9.0
9135,11.0
9136,1.0
9137,14.0
9138,3.0
9139,5.0
9140,10.0
9141,6.0
9142,-3.0
9143,9.0
9144,4.0
9145,-1.0
9146,-5.0
9147,13.0
9148,1.0
9149,0.75
9150,8.0
9151,2.75
9152,0.25
9153,8.0
9154,8.0
9155,-4.0
9156,13.0
9157,6.0
9158,15.0
9159,13.0
9160,11.0
9161,8.0
9162,14.0
9163,11.0
9164,-14.0
9165,3.0
9166,2.75
9167,11.0
9168,11.0
9169,12.0
9170,17.0
9171,3.0
9172,11.0
9173,16.0
9174,5.0
9175,11.0
9176,18.0
9177,-3.0
9178,8.0
9179,4.5
9180,2.0
9181,6.0
9182,7.0
9183,7.0
9184,13.0
9185,-5.0
9186,9.0
9187,4.0
9188,10.0
9189,18.0
9190,-2.0
9191,4.0
9192,-4.0
9193,3.0
9194,13.0
9195,3.0
9196,8.0
9197,0.0
9198,3.0
9199,14.0
9200,-4.75
9201,2.0
9202,5.0
9203,12.0
9204,3.0
9205,7.0
9206,15.0
9207,9.0
9208,1.75
9209,3.75
9210,18.0
9211,17.0
9212,14.0
9213,4.75
9214,8.25
9215,-1.0
9216,7.0
9217,8.0
9218,8.0
9219,2.0
9220,15.0
9221,13.0
9222,0.0
9223,2.0
9224,7.0
9225,1.0
9226,11.75
9227,2.0
9228,-1.0
9229,3.0
9230,2.0
9231,9.0
9232,-15.0
9233,13.0
9234,1.5
9235,8.0
9236,9.0
9237,1.0
9238,-11.0
9239,-7.0
9240,-12.0
9241,4.0
9242,15.0
9243,-9.0
9244,10.0
9245,1.75
9246,8.0
9247,2.0
9248,6.0
9249,-9.0
9250,-1.0
9251,2.0
9252,15.0
9253,16.0
9254,3.5
9255,4.75
9256,7.0
9257,5.0
9258,-8.25
9259,-1.0
9260,3.0
9261,5.0
9262,8.0
9263,7.5
9264,1.0
9265,10.0
9266,3.0
9267,9.0
9268,-2.0
9269,12.0
9270,14.0
9271,3.0
9272,8.0
9273,6.75
9274,5.0
9275,16.0
9276,4.0
9277,10.75
9278,7.0
9279,8.0
9280,1.0
9281,3.0
9282,9.0
9283,11.0
9284,-10.25
9285,11.0
9286,10.0
9287,14.0
9288,3.0
9289,3.0
9290,7.0
9291,6.0
9292,7.0
9293,6.0
9294,8.0
9295,3.0
9296,6.0
9297,9.0
9298,14.0
9299,11.0
9300,9.25
9301,4.0
9302,9.75
9303,2.0
9304,6.0
9305,-6.0
9306,4.5
9307,-13.25
9308,7.0
9309,5.0
9310,-0.25
9311,6.0
9312,1.0
9313,15.0
9314,6.0
9315,18.0
9316,2.0
9317,2.0
9318,7.0
9319,8.0
9320,13.0
9321,9.0
9322,11.0
9323,11.0
9324,12.0
9325,16.0
9326,-2.75
9327,1.0
9328,12.0
9329,3.0
9330,1.75
9331,5.0
9332,12.0
9333,13.0
9334,-4.0
9335,10.0
9336,-10.0
9337,16.0
9338,6.0
9339,15.0
9340,6.0
9341,-1.0
9342,19.0
9343,-1.0
9344,13.0
9345,12.0
9346,1.5
9347,8.0
9348,0.0
9349,10.0
9350,-20.0
9351,12.0
9352,-2.0
9353,12.0
9354,13.0
9355,6.0
9356,7.0
9357,10.5
9358,-1.0
9359,-0.5
9360,9.0
9361,12.0
9362,16.0
9363,13.0
9364,1.25
9365,-2.0
9366,-11.0
9367,13.5
9368,1.0
9369,-1.0
9370,-1.0
9371,6.0
9372,8.75
9373,4.0
9374,7.0
9375,9.0
9376,6.0
9377,15.0
9378,2.0
9379,5.0
9380,2.0
9381,-10.75
9382,-3.0
9383,10.0
9384,5.25
9385,3.75
9386,0.0
9387,11.0
9388,-4.0
9389,-5.5
9390,0.75
9391,14.0
9392,6.0
9393,13.0
9394,1.0
9395,7.5
9396,-6.0
9397,7.0
9398,10.0
9399,13.0
9400,6.0
9401,12.0
9402,3.0
9403,-2.0
9404,14.0
9405,11.0
9406,-0.5
9407,-1.0
9408,15.0
9409,14.0
9410,11.0
9411,3.0
9412,3.0
9413,4.0
9414,-6.25
9415,5.75
9416,15.0
9417,-2.0
9418,10.25
9419,-10.0
9420,0.0
9421,13.75
9422,-1.0
9423,10.0
9424,6.0
9425,12.0
9426,6.0
9427,1.0
9428,5.5
9429,7.75
9430,8.0
9431,11.0
9432,3.75
9433,-3.0
9434,6.0
9435,6.0
9436,12.0
9437,5.75
9438,14.0
9439,2.0
9440,4.5
9441,-8.25
9442,8.0
9443,6.0
9444,2.0
9445,-7.0
9446,-5.25
9447,4.0
9448,9.0
9449,-23.5
9450,3.0
9451,3.0
9452,8.0
9453,9.0
9454,5.0
9455,12.0
9456,6.0
9457,13.0
9458,-2.0
9459,-4.0
9460,5.0
9461,-3.0
9462,-4.0
9463,0.0
9464,13.0
9465,-6.0
9466,-5.0
9467,-7.0
9468,0.0
9469,9.0
9470,-1.0
9471,7.0
9472,11.25
9473,-2.0
9474,11.75
9475,11.0
9476,8.0
9477,7.0
9478,8.0
9479,4.75
9480,12.0
9481,-2.0
9482,17.0
9483,14.0
9484,6.0
9485,-1.0
9486,2.0
9487,11.0
9488,1.0
9489,-8.0
9490,-1.0
9491,7.0
9492,1.75
9493,12.0
9494,6.0
9495,-1.0
9496,5.0
9497,6.0
9498,7.0
9499,4.0
9500,13.0
9501,1.0
9502,7.0
9503,13.0
9504,13.0
9505,-4.25
9506,9.0
9507,0.0
9508,14.0
9509,10.0
9510,20.0
9511,9.0
9512,11.0
9513,9.0
9514,18.0
9515,12.75
9516,5.0
9517,5.5
9518,8.0
9519,5.75
9520,13.0
9521,4.0
9522,6.0
9523,6.0
9524,12.0
9525,11.75
9526,7.0
9527,5.0
9528,-2.0
9529,8.75
9530,-2.0
9531,-7.25
9532,15.0
9533,6.0
9534,-3.0
9535,2.0
9536,-12.0
9537,-3.0
9538,7.0
9539,5.0
9540,-2.0
9541,10.75
9542,14.0
9543,12.0
9544,6.0
9545,1.0
9546,9.75
9547,15.0
9548,3.0
9549,10.0
9550,18.0
9551,11.0
9552,13.0
9553,12.0
9554,4.0
9555,9.0
9556,-8.0
9557,2.0
9558,16.0
9559,-14.0
9560,-2.0
9561,3.0
9562,10.75
9563,7.0
9564,-3.0
9565,12.0
9566,10.0
9567,7.0
9568,5.0
9569,10.0
9570,11.75
9571,0.0
9572,10.0
9573,0.0
9574,-4.5
9575,-7.0
9576,-3.75
9577,1.0
9578,14.0
9579,12.0
9580,4.0
9581,11.0
9582,-4.0
9583,-12.0
9584,-1.0
9585,-2.0
9586,8.0
9587,-13.5
9588,11.0
9589,-1.0
9590,9.0
9591,11.0
9592,-15.25
9593,-2.0
9594,10.0
9595,-16.0
9596,10.0
9597,7.0
9598,13.0
9599,7.0
9600,3.0
9601,-3.25
9602,10.0
9603,2.0
9604,15.0
9605,11.0
9606,5.0
9607,4.25
9608,9.0
9609,14.0
9610,14.0
9611,9.0
9612,-10.25
9613,2.0
9614,-3.5
9615,12.0
9616,-1.0
9617,13.0
9618,7.0
9619,1.0
9620,12.0
9621,15.0
9622,16.0
9623,9.0
9624,5.0
9625,19.0
9626,6.0
9627,3.0
9628,6.0
9629,-2.0
9630,10.0
9631,-4.0
9632,4.75
9633,4.0
9634,6.0
9635,8.0
9636,15.0
9637,6.0
9638,1.0
9639,9.0
9640,-7.25
9641,8.0
9642,13.0
9643,-1.75
9644,13.0
9645,16.0
9646,-2.0
9647,3.75
9648,2.75
9649,-7.0
9650,2.0
9651,5.0
9652,16.0
9653,5.0
9654,9.0
9655,-2.0
9656,-2.0
9657,3.0
9658,2.0
9659,-9.0
9660,-2.0
9661,13.0
9662,14.0
9663,1.0
9664,5.0
9665,12.0
9666,-4.0
9667,16.0
9668,-9.0
9669,3.0
9670,9.0
9671,5.0
9672,3.0
9673,-2.0
9674,-3.0
9675,5.0
9676,15.0
9677,6.0
9678,-10.0
9679,12.0
9680,10.0
9681,5.0
9682,6.0
9683,13.0
9684,11.0
9685,15.0
9686,8.0
9687,13.0
9688,6.0
9689,-1.0
9690,3.0
9691,1.0
9692,13.0
9693,6.0
9694,-5.0
9695,-1.0
9696,10.0
9697,7.0
9698,14.75
9699,11.0
9700,-4.0
9701,-2.5
9702,12.0
9703,9.0
9704,0.0
9705,7.0
9706,14.0
9707,-1.5
9708,2.0
9709,5.0
9710,4.0
9711,5.75
9712,1.0
9713,3.0
9714,-0.5
9715,1.25
9716,6.0
9717,10.0
9718,7.0
9719,-1.0
9720,15.0
9721,7.0
9722,5.0
9723,15.0
9724,8.0
9725,0.0
9726,-16.25
9727,8.5
9728,11.0
9729,-13.0
9730,10.0
9731,-7.0
9732,-4.0
9733,8.0
9734,14.0
9735,12.0
9736,-8.0
9737,6.0
9738,16.0
9739,0.75
9740,0.0
9741,-3.0
9742,8.0
9743,13.0
9744,13.0
9745,13.0
9746,6.0
9747,5.0
9748,14.0
9749,2.0
9750,11.0
9751,9.0
9752,-2.0
9753,4.0
9754,6.0
9755,13.0
9756,-9.0
9757,5.0
9758,9.0
9759,-2.0
9760,3.0
9761,-6.0
9762,-9.0
9763,13.0
9764,4.0
9765,-8.25
9766,8.0
9767,2.0
9768,19.0
9769,4.0
9770,18.0
9771,0.0
9772,7.0
9773,16.0
9774,-5.0
9775,9.0
9776,5.0
9777,0.0
9778,-10.0
9779,11.0
9780,13.0
9781,0.0
9782,16.0
9783,12.0
9784,11.75
9785,2.0
9786,0.5
9787,16.0
9788,11.0
9789,12.0
9790,18.0
9791,9.0
9792,3.0
9793,8.5
9794,-6.0
9795,7.0
9796,14.0
9797,-3.0
9798,12.0
9799,10.5
9800,14.0
9801,10.0
9802,2.0
9803,-6.0
9804,-3.0
9805,14.0
9806,11.0
9807,14.0
9808,14.0
9809,9.5
9810,10.0
9811,0.0
9812,-4.0
9813,3.0
9814,11.0
9815,8.75
9816,-4.5
9817,12.0
9818,4.0
9819,5.0
9820,12.0
9821,11.75
9822,-2.0
9823,5.75
9824,11.0
9825,12.0
9826,16.0
9827,-8.0
9828,0.0
9829,4.0
9830,7.0
9831,-3.0
9832,8.0
9833,7.0
9834,11.0
9835,4.0
9836,10.0
9837,6.5
9838,14.0
9839,12.0
9840,1.0
9841,8.0
9842,9.0
9843,-10.25
9844,12.0
9845,4.0
9846,10.0
9847,-1.0
9848,-1.0
9849,10.25
9850,12.0
9851,9.0
9852,2.0
9853,3.0
9854,0.0
9855,-5.0
9856,-13.25
9857,-8.0
9858,-11.0
9859,6.0
9860,0.0
9861,0.0
9862,-12.75
9863,-2.0
9864,-20.0
9865,4.0
9866,-1.5
9867,2.0
9868,9.0
9869,0.0
9870,11.0
9871,13.0
9872,16.0
9873,-6.0
9874,7.0
9875,-6.0
9876,2.0
9877,-11.0
9878,5.0
9879,12.0
9880,-3.0
9881,16.0
9882,-3.0
9883,12.0
9884,-9.0
9885,14.0
9886,2.0
9887,5.0
9888,16.0
9889,14.0
9890,-2.0
9891,12.0
9892,-4.0
9893,8.0
9894,9.5
9895,1.0
9896,11.75
9897,6.0
9898,17.0
9899,-9.5
9900,1.0
9901,-5.25
9902,13.0
9903,3.0
9904,10.0
9905,2.0
9906,6.0
9907,15.0
9908,5.0
9909,-1.5
9910,13.5
9911,12.0
9912,1.0
9913,-0.5
9914,13.0
9915,16.0
9916,4.0
9917,-5.0
9918,4.75
9919,7.0
9920,9.0
9921,-10.0
9922,-6.75
9923,-11.0
9924,8.0
9925,3.0
9926,14.75
9927,11.0
9928,-3.0
9929,0.0
9930,12.0
9931,8.0
9932,-1.0
9933,8.0
9934,4.75
9935,8.0
9936,3.0
9937,1.5
9938,-8.5
9939,17.75
9940,3.5
9941,6.0
9942,-5.0
9943,2.0
9944,8.0
9945,2.0
9946,12.0
9947,3.0
9948,16.0
9949,11.0
9950,13.0
9951,12.0
9952,15.25
9953,20.0
9954,3.0
9955,10.0
9956,6.0
9957,12.0
9958,12.0
9959,-5.0
9960,6.0
9961,9.0
9962,3.0
9963,3.0
9964,7.0
9965,3.0
9966,3.0
9967,3.5
9968,2.0
9969,-1.25
9970,18.75
9971,-5.0
9972,11.0
9973,14.0
9974,-1.0
9975,5.0
9976,10.0
9977,10.75
9978,10.75
9979,-5.0
9980,5.0
9981,0.0
9982,14.0
9983,9.0
9984,-0.25
9985,13.0
9986,-6.25
9987,10.0
9988,11.0
9989,11.0
9990,4.75
9991,3.0
9992,2.0
9993,15.0
9994,4.0
9995,-0.25
9996,7.0
9997,-3.0
9998,5.75
9999,3.5
10000,1.0
10001,16.0
10002,3.0
10003,-4.0
10004,13.0
10005,0.0
10006,-2.0
10007,4.0
10008,-2.0
10009,-5.0
10010,10.0
10011,-3.0
10012,-1.0
10013,1.75
10014,8.0
10015,10.0
10016,11.5
10017,1.0
10018,14.0
10019,8.0
10020,10.0
10021,8.0
10022,1.0
10023,8.0
10024,18.0
10025,14.0
10026,10.75
10027,-11.0
10028,10.0
10029,-2.0
10030,5.75
10031,12.0
10032,3.0
10033,9.0
10034,2.0
10035,11.0
10036,6.0
10037,12.0
10038,5.0
10039,9.75
10040,8.0
10041,1.0
10042,6.0
10043,7.0
10044,5.0
10045,8.5
10046,8.0
10047,14.0
10048,8.0
10049,10.5
10050,5.0
10051,7.5
10052,9.0
10053,0.0
10054,6.0
10055,-5.0
10056,7.0
10057,11.0
10058,-1.0
10059,10.0
10060,13.0
10061,14.0
10062,0.75
10063,8.0
10064,-1.0
10065,1.0
10066,8.0
10067,-13.0
10068,4.0
10069,14.0
10070,11.0
10071,12.0
10072,14.0
10073,9.0
10074,0.0
10075,3.0
10076,-4.0
10077,-1.0
10078,4.5
10079,3.0
10080,-5.0
10081,12.0
10082,9.0
10083,0.0
10084,6.0
10085,9.25
10086,9.0
10087,0.5
10088,-2.0
10089,-3.75
10090,7.25
10091,7.0
10092,13.0
10093,8.0
10094,1.0
10095,-1.25
10096,13.0
10097,-4.0
10098,7.0
10099,-6.0
10100,4.0
10101,-14.25
10102,18.0
10103,8.0
10104,9.0
10105,15.0
10106,-2.0
10107,-8.25
10108,-1.0
10109,13.0
10110,13.0
10111,0.0
10112,-3.0
10113,13.0
10114,4.0
10115,2.0
10116,5.0
10117,6.75
10118,1.0
10119,-3.0
10120,15.0
10121,-1.25
10122,-4.0
10123,-8.0
10124,12.75
10125,0.25
10126,7.0
10127,5.0
10128,4.0
10129,11.0
10130,5.0
10131,-7.0
10132,-1.25
10133,-3.0
10134,13.0
10135,4.0
10136,3.0
10137,0.0
10138,-1.25
10139,-1.0
10140,4.0
10141,-10.25
10142,-4.0
10143,9.0
10144,14.0
10145,13.0
10146,1.0
10147,4.0
10148,10.0
10149,7.0
10150,2.75
10151,5.0
10152,6.0
10153,11.0
10154,11.0
10155,-3.25
10156,6.0
10157,5.0
10158,4.0
10159,17.0
10160,4.0
10161,0.75
10162,16.0
10163,7.0
10164,-6.25
10165,3.0
10166,12.5
10167,5.0
10168,8.0
10169,1.0
10170,-0.25
10171,3.0
10172,5.0
10173,13.0
10174,4.0
10175,13.0
10176,8.0
10177,12.0
10178,12.0
10179,-4.0
10180,9.75
10181,6.0
10182,13.0
10183,2.0
10184,4.0
10185,10.0
10186,11.0
10187,8.0
10188,4.0
10189,14.0
10190,10.0
10191,14.0
10192,-13.0
10193,1.75
10194,15.0
10195,11.0
10196,-3.0
10197,0.0
10198,3.0
10199,8.0
10200,8.0
10201,13.0
10202,8.0
10203,2.0
10204,0.0
10205,5.0
10206,5.0
10207,2.0
10208,5.75
10209,-3.0
10210,7.0
10211,2.0
10212,14.0
10213,4.75
10214,4.0
10215,14.0
10216,8.0
10217,-2.0
10218,14.0
10219,6.0
10220,9.0
10221,-3.5
10222,17.0
10223,5.0
10224,8.5
10225,4.0
10226,-8.25
10227,-3.0
10228,9.0
10229,15.0
10230,-9.0
10231,5.0
10232,-11.25
10233,11.0
10234,13.0
10235,2.0
10236,13.0
10237,-1.0
10238,8.0
10239,9.0
10240,5.75
10241,17.0
10242,13.0
10243,10.0
10244,4.0
10245,-6.25
10246,-5.5
10247,9.0
10248,4.75
10249,0.5
10250,11.0
10251,4.0
10252,5.0
10253,16.0
10254,-2.5
10255,8.0
10256,11.75
10257,-12.0
10258,5.75
10259,13.0
10260,11.0
10261,2.5
10262,20.0
10263,4.25
10264,8.0
10265,18.0
10266,5.0
10267,11.0
10268,11.0
10269,7.0
10270,-2.25
10271,13.0
10272,6.0
10273,6.0
10274,-1.0
10275,17.0
10276,1.75
10277,13.0
10278,-1.0
10279,2.0
10280,-4.0
10281,9.0
10282,15.0
10283,5.0
10284,-0.25
10285,5.0
10286,5.0
10287,-8.5
10288,11.0
10289,18.0
10290,12.0
10291,11.0
10292,-1.0
10293,18.0
10294,8.0
10295,-9.25
10296,5.0
10297,10.0
10298,-16.0
10299,0.0
10300,-2.0
10301,15.0
10302,12.0
10303,11.0
10304,3.0
10305,9.75
10306,7.75
10307,6.0
10308,-21.0
10309,8.0
10310,-1.0
10311,7.0
10312,13.0
10313,-1.25
10314,-9.0
10315,0.0
10316,20.0
10317,11.0
10318,-6.0
10319,0.0
10320,-3.0
10321,10.75
10322,3.0
10323,13.5
10324,15.0
10325,6.0
10326,16.0
10327,12.0
10328,5.0
10329,12.0
10330,4.0
10331,5.0
10332,9.0
10333,17.0
10334,14.0
10335,11.0
10336,1.0
10337,5.0
10338,1.0
10339,2.0
10340,4.75
10341,3.0
10342,3.0
10343,1.0
10344,3.0
10345,6.0
10346,6.5
10347,7.0
10348,3.0
10349,7.75
10350,11.0
10351,7.0
10352,5.0
10353,-2.0
10354,11.0
10355,-5.0
10356,-13.0
10357,-5.0
10358,5.0
10359,7.0
10360,10.0
10361,4.0
10362,5.0
10363,11.0
10364,2.75
10365,0.25
10366,-7.0
10367,17.0
10368,6.0
10369,13.0
10370,6.0
10371,-3.5
10372,11.0
10373,1.0
10374,16.0
10375,0.0
10376,7.0
10377,-10.0
10378,14.0
10379,2.0
10380,15.0
10381,1.0
10382,8.0
10383,-9.0
10384,-6.0
10385,0.0
10386,5.5
10387,7.0
10388,12.0
10389,3.0
10390,-7.0
10391,-8.0
10392,13.0
10393,16.0
10394,-3.0
10395,9.0
10396,9.75
10397,0.0
10398,5.0
10399,-1.0
10400,10.0
10401,8.0
10402,-8.5
10403,-1.5
10404,0.0
10405,-9.0
10406,11.0
10407,3.0
10408,-0.25
10409,10.0
10410,0.0
10411,5.0
10412,17.0
10413,2.0
10414,14.0
10415,9.5
10416,13.0
10417,14.0
10418,5.0
10419,4.0
10420,5.0
10421,0.0
10422,16.0
10423,6.0
10424,4.0
10425,6.0
10426,4.0
10427,3.0
10428,-3.0
10429,12.0
10430,4.0
10431,11.0
10432,1.0
10433,1.0
10434,-5.25
10435,12.0
10436,4.0
10437,10.0
10438,9.0
10439,17.0
10440,14.0
10441,1.75
10442,-1.25
10443,-5.0
10444,11.0
10445,10.0
10446,-1.0
10447,5.0
10448,11.5
10449,11.0
10450,5.0
10451,-11.25
10452,15.75
10453,0.0
10454,12.0
10455,-1.0
10456,4.0
10457,7.0
10458,-6.0
10459,-4.0
10460,13.0
10461,9.0
10462,-2.0
10463,13.0
10464,-1.0
10465,-19.0
10466,16.0
10467,3.0
10468,-6.0
10469,2.5
10470,5.0
10471,11.75
10472,9.0
10473,11.0
10474,2.0
10475,-1.0
10476,2.0
10477,1.0
10478,10.0
10479,3.0
10480,7.0
10481,15.0
10482,-4.75
10483,-8.0
10484,-14.0
10485,1.0
10486,3.25
10487,7.5
10488,-1.0
10489,13.0
10490,2.0
10491,19.0
10492,12.0
10493,7.0
10494,15.0
10495,11.0
10496,4.0
10497,13.0
10498,-0.25
10499,3.0
10500,-5.0
10501,2.0
10502,11.0
10503,9.0
10504,10.0
10505,12.0
10506,16.0
10507,18.0
10508,6.5
10509,7.0
10510,1.0
10511,14.0
10512,12.0
10513,13.0
10514,0.25
10515,-1.0
10516,10.0
10517,-1.0
10518,-6.0
10519,2.0
10520,3.0
10521,3.0
10522,-7.0
10523,8.0
10524,17.0
10525,7.0
10526,4.0
10527,15.75
10528,3.0
10529,-2.0
10530,-2.0
10531,4.0
10532,4.0
10533,-14.0
10534,9.0
10535,0.0
10536,4.0
10537,11.0
10538,10.0
10539,3.0
10540,0.25
10541,13.5
10542,12.0
10543,-9.0
10544,4.0
10545,-2.0
10546,3.0
10547,-2.0
10548,-5.0
10549,6.0
10550,7.0
10551,14.0
10552,17.0
10553,-2.25
10554,9.0
10555,4.0
10556,16.0
10557,-4.0
10558,3.0
10559,6.0
10560,9.0
10561,-2.0
10562,7.0
10563,18.0
10564,2.0
10565,-10.5
10566,-5.25
10567,-8.75
10568,12.75
10569,2.75
10570,4.5
10571,17.0
10572,0.0
10573,7.0
10574,2.0
10575,0.0
10576,8.0
10577,8.5
10578,-0.25
10579,10.0
10580,3.0
10581,7.0
10582,-9.0
10583,6.0
10584,5.0
10585,17.0
10586,7.0
10587,15.0
10588,9.0
10589,13.0
