,SCHID,AGEC_NEW,SCHTREAT_(0) Control school (no Roots meetings 2012-2013),SCHTREAT_(1) Treatment school (Roots meetings 2012-2013),GENDER_(0) Girl,GENDER_(1) Boy,GR_(0) 5th grade,GR_(1) 6th grade,GR_(2) 7th grade,GR_(3) 8th grade,COLL_(0) No,COLL_(1) Yes,COLL_(2) Maybe,COLL_(3) Don't know,CELL_(0) No cell phone,CELL_(1) Cell phone without Internet,CELL_(2) Cell phone with Internet,FSCH_(0) Do not go to this school,FSCH_(1) Do go to this school,TREAT_(0) Not treatment or control,TREAT_(1) Treatment,TREAT_(2) Control,Composite_Conflict_Score
12674,31,10.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
7356,21,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
1166,6,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,8.0
12310,30,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
23848,60,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
10592,25,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,
13393,32,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
229,1,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,6.0
12822,31,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
12988,31,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
758,2,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,-10.0
3720,11,12.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
19169,48,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
13159,32,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
21364,53,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
113,1,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0
15960,38,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
8228,22,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,
1133,6,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,-17.0
23850,60,12.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
4983,14,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,
3546,11,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
3376,10,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,
3017,9,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
11168,27,10.0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,
5265,16,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
7695,21,13.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,
19133,48,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
13711,33,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
12413,30,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
9809,24,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
8149,22,11.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
10532,25,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,
12857,31,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
9863,24,13.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,
155,1,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0
22875,58,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
6820,20,10.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
21544,55,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
20690,53,11.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
22332,56,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,
11357,27,13.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,
15765,38,13.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
11829,29,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
4112,12,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,
5499,17,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
22722,58,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,
13774,33,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,
11494,28,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5420,17,11.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,
16424,39,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19067,47,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,
4236,12,12.0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,
22132,56,14.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
3337,10,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
21205,53,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
5934,18,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
23975,60,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
3313,10,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
4635,13,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
6427,19,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,
16253,39,11.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
4233,12,12.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,
2578,8,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2477,8,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
7427,21,11.0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,
15320,36,14.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,
4586,13,10.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
6347,19,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
18418,45,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,
15212,36,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
14568,35,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
9670,24,12.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
458,2,12.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,12.0
4984,14,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
5389,16,12.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
12198,30,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
8617,23,11.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
8524,23,11.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
3492,10,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5763,18,11.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
3687,11,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
23596,59,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
17125,41,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
13415,32,13.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,
4224,12,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
3778,11,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23969,60,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
23780,59,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
9296,24,11.0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
16853,41,10.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
12217,30,,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
5522,17,12.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,
16330,39,12.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,
20724,53,10.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
5029,14,14.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,
3605,11,11.0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,
15305,36,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
5106,15,12.0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
7973,22,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
18697,46,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,
4279,12,11.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
19749,49,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
3405,10,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
14800,36,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
16910,41,10.0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,
9787,24,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,
9652,24,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,
17409,42,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
17808,43,11.0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,
2748,8,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
7269,20,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
20842,53,,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
19012,47,13.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,
22060,56,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
4555,13,10.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
16581,39,13.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,
23551,59,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,
10919,26,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
18055,44,12.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,
3479,10,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11943,29,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
13074,32,10.0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
21199,53,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
6221,19,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5659,17,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
20016,51,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
12423,30,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
149,1,12.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,5.0
18447,45,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
5772,18,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
21851,56,12.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
8274,22,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
24077,60,13.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
4407,12,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
10557,25,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
21625,56,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
2399,8,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,-0.5
15445,37,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,
1023,5,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,12.0
13900,34,12.0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,
8304,22,12.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,
11694,28,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,
4116,12,12.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
11767,28,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
2010,7,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,-6.0
19369,48,12.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,
5091,15,11.0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
16326,39,11.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,
12663,31,10.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,
9473,24,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
23725,59,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,
14950,36,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
22181,56,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
1659,7,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,15.0
9610,24,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
16539,39,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
14773,36,12.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,
9052,23,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,
23118,58,14.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,
21684,56,12.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
23569,59,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,
6535,19,13.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,
21278,53,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,
7327,21,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
3756,11,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
3134,9,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15893,38,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
22603,57,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
18738,46,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,
5603,17,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
5180,16,11.0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,
12102,30,11.0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,
766,2,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,-6.0
14916,36,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
19940,50,13.0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,
21554,55,12.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,
13932,34,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12561,30,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23649,59,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
13047,32,11.0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
18450,45,13.0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,
3309,10,12.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
5200,16,11.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
11147,27,11.0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
15370,37,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
3825,11,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1257,6,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,18.0
14113,34,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
21475,55,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,
7389,21,12.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
19564,49,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15185,36,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8959,23,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,
7302,21,12.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
9590,24,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,
23559,59,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
6969,20,10.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
12003,29,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
8723,23,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
16482,39,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
8171,22,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
23881,60,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
13170,32,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,
15531,37,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9050,23,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
21485,55,11.0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,
7968,22,12.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,
9877,24,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
1322,6,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,3.0
1995,7,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,-9.0
6664,19,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
14627,35,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
23200,58,13.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,
11426,28,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,
7371,21,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6691,19,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16146,38,12.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,
18387,45,12.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
220,1,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0
3919,11,14.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
3907,11,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
15672,38,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
1309,6,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.0
6663,19,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
5741,17,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19796,49,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20265,51,12.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,
8008,22,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
14641,35,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,
4457,12,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
16229,39,11.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,
2206,8,10.0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-5.75
22730,58,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18377,45,13.0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,
21059,53,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,
2880,9,10.0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,
14302,34,11.0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
17112,41,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
1951,7,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,5.0
20204,51,13.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
16259,39,12.0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,
2449,8,12.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
8675,23,11.0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,
1011,5,13.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,14.0
5997,18,,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,
16504,39,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
24347,60,14.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,
11713,28,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
14862,36,13.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
3918,11,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
6899,20,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22961,58,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
17304,41,13.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,
21704,56,11.0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,
18745,46,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,
11372,27,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,
8690,23,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
5387,16,14.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
661,2,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,9.0
8042,22,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
21420,55,10.0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
15451,37,12.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
21773,56,12.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
21866,56,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
1010,5,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,-3.0
6132,18,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
22588,57,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,
5423,17,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
20702,53,10.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,
19690,49,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
18098,44,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,
