,SCHID,AGEC_NEW,SCHTREAT_(0) Control school (no Roots meetings 2012-2013),SCHTREAT_(1) Treatment school (Roots meetings 2012-2013),GENDER_(0) Girl,GENDER_(1) Boy,GR_(0) 5th grade,GR_(1) 6th grade,GR_(2) 7th grade,GR_(3) 8th grade,COLL_(0) No,COLL_(1) Yes,COLL_(2) Maybe,COLL_(3) Don't know,CELL_(0) No cell phone,CELL_(1) Cell phone without Internet,CELL_(2) Cell phone with Internet,FSCH_(0) Do not go to this school,FSCH_(1) Do go to this school,TREAT_(0) Not treatment or control,TREAT_(1) Treatment,TREAT_(2) Control,Composite_Conflict_Score
1411,6,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,16.0
22023,56,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
20687,53,12.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
8168,22,12.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
23238,59,11.0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,
24225,60,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,
24210,60,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
1143,6,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,2.0
13308,32,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
10275,25,11.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,
22558,57,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
22341,57,10.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,
16645,39,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5416,17,11.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,
2020,7,13.0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,16.0
15724,38,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
12088,29,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3449,10,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
21835,56,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
13523,33,10.0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,
18967,47,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
9150,23,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,
19723,49,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
12673,31,10.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,
20126,51,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,
3167,9,14.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,
664,2,13.0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,15.0
18787,47,10.0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
18820,47,10.0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,
21142,53,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
10165,25,,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
2681,8,14.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,
3188,10,10.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,
9699,24,13.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
9656,24,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
16044,38,14.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
12260,30,11.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
10398,25,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
12497,30,13.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,
20355,51,12.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
14533,35,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
12125,30,12.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
18322,45,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
10558,25,13.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
19250,48,12.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,
21760,56,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2135,7,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,11.0
2110,7,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,4.0
10219,25,11.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
15700,38,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
21410,55,10.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
11927,29,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,
5080,15,11.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,
19136,48,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
23679,59,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
9795,24,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
4749,13,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
2424,8,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,-5.0
19138,48,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
3950,11,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,
22442,57,11.0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,
13354,32,14.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,
3445,10,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,
21315,53,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
4151,12,11.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
372,2,10.0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,8.0
21204,53,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
3330,10,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
19844,50,10.0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,
7811,22,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
5155,15,14.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,
1948,7,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,6.5
16872,41,10.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
4270,12,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
20034,51,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,
12598,30,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
24132,60,14.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
4051,12,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
14284,34,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
11457,28,11.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,
5334,16,13.0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,
11084,26,12.0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,
20582,53,10.0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
7232,20,12.0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,
3471,10,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
18572,45,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
8191,22,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
5355,16,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
7115,20,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
5422,17,12.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,
13328,32,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,
5178,16,11.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
24437,60,14.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
3751,11,12.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,
15117,36,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
11808,29,10.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
18929,47,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,
2295,8,11.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,-9.0
17160,41,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,
13245,32,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
19074,48,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21807,56,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
20100,51,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
9385,24,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,
9840,24,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
11827,29,12.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
12971,31,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
21917,56,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
239,1,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,-2.5
17001,41,10.0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
9935,24,,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
8814,23,13.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
13346,32,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
2419,8,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,12.0
14411,35,11.0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,
10491,25,12.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,
13277,32,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
19578,49,12.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,
1594,7,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,-3.0
15637,38,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20719,53,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17886,43,13.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,
21711,56,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
16546,39,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
22252,56,13.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,
2753,8,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,
24015,60,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
1242,6,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,7.0
921,3,14.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,7.0
24109,60,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
7022,20,11.0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,
17579,42,13.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,
154,1,12.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0
6019,18,13.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,
23379,59,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
13342,32,14.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,
17820,43,11.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,
11186,27,11.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,
17608,42,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
17455,42,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
21311,53,14.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
23656,59,14.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,
17902,43,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
7836,22,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
12042,29,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
6152,18,13.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,
9010,23,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,
17364,42,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,
4548,13,10.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
6938,20,10.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
2916,9,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
5417,17,12.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,
9378,24,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
12463,30,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
14975,36,12.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
21357,53,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,
3243,10,10.0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,
18151,44,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24028,60,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,
17472,42,11.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,
18887,47,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10588,25,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
5408,17,12.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,
9947,24,13.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,
12783,31,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
19347,48,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3269,10,11.0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,
10485,25,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
23816,60,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
2882,9,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,
9875,24,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,
10737,25,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
23277,59,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
22124,56,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
2902,9,11.0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,
12647,31,10.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,
14437,35,11.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,
18166,44,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10828,25,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
19018,47,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,
5572,17,,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,
21318,53,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
18646,46,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,
13367,32,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
23161,58,13.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,
13064,32,9.0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
12117,30,11.0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,
23731,59,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14846,36,12.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,
18144,44,14.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,
7482,21,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,
18212,45,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
7982,22,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
7569,21,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
10074,24,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,
5802,18,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
4880,14,11.0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,
6414,19,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
23576,59,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,
630,2,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1.0
16614,39,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11962,29,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
10929,26,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
739,2,13.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,-7.0
2600,8,12.0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
13849,34,10.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
19036,47,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,
1228,6,13.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,-12.25
14475,35,11.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
18490,45,13.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,
9684,24,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,
7147,20,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
9569,24,12.0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,
18187,45,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,
10301,25,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
5109,15,12.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
17907,44,10.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
21377,53,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20006,51,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
13841,34,10.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,
10396,25,11.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,
19685,49,13.0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,
20814,53,11.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
13596,33,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
19440,49,10.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
21374,53,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
10007,24,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
18203,45,13.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,
12611,30,13.0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
13444,32,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5137,15,13.0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,
24462,60,13.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
12951,31,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6648,19,13.0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,
15199,36,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
20547,53,10.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
20624,53,10.0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
6433,19,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
21627,56,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12508,30,13.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,
9842,24,14.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,
9598,24,11.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
4522,12,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16717,40,13.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,
19573,49,12.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,
16856,41,10.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
4999,14,12.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,
22067,56,14.0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,
17623,42,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,
10987,26,11.0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
4886,14,10.0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,
1607,7,11.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,-17.0
22432,57,11.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
20907,53,11.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
9067,23,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
18648,46,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,
3237,10,10.0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
23358,59,12.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,
4395,12,14.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,
22550,57,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
5173,16,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,
259,1,11.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,14.0
20734,53,10.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
3521,11,11.0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,
13583,33,11.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,
9922,24,13.0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,
2988,9,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,
12478,30,13.0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,
17145,41,13.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,
20299,51,12.0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,
22704,58,12.0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,
21839,56,13.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,
